750,27.5,0,0,270
749,27.5,0,0,270
748,27.5,0,0,270
747,27.5,0,0,270
746,27.5,0,0,270
745,27.5,0,0,270
744,27.5,0,0,270
743,27.5,0,0,270
742,27.5,0,0,270
741,27.5,0,0,270
740,27.5,0,0,270
739,27.5,0,0,270
738,27.5,0,0,270
737,27.5,0,0,270
736,27.5,0,0,270
735,27.5,0,0,270
734,27.5,0,0,270
733,27.5,0,0,270
732,27.5,0,0,270
731,27.5,0,0,270
730,27.5,0,0,270
729,27.5,0,0,270
728,27.5,0,0,270
727,27.5,0,0,270
726,27.5,0,0,270
725,27.5,0,0,270
724,27.5,0,0,270
723,27.5,0,0,270
722,27.5,0,0,270
721,27.5,0,0,270
720,27.5,0,0,270
719,27.5,0,0,270
718,27.5,0,0,270
717,27.5,0,0,270
716,27.5,0,0,270
715,27.5,0,0,270
714,27.5,0,0,270
713,27.5,0,0,270
712,27.5,0,0,270
711,27.5,0,0,270
710,27.5,0,0,270
709,27.5,0,0,270
708,27.5,0,0,270
707,27.5,0,0,270
706,27.5,0,0,270
705,27.5,0,0,270
704,27.5,0,0,270
703,27.5,0,0,270
702,27.5,0,0,270
701,27.5,0,0,270
700,27.5,0,0,270
699,27.5,0,0,270
698,27.5,0,0,270
697,27.5,0,0,270
696,27.5,0,0,270
695,27.5,0,0,270
694,27.5,0,0,270
693,27.5,0,0,270
692,27.5,0,0,270
691,27.5,0,0,270
690,27.5,0,0,270
689,27.5,0,0,270
688,27.5,0,0,270
687,27.5,0,0,270
686,27.5,0,0,270
685,27.5,0,0,270
684,27.5,0,0,270
683,27.5,0,0,270
682,27.5,0,0,270
681,27.5,0,0,270
680,27.5,0,0,270
679,27.5,0,0,270
678,27.5,0,0,270
677,27.5,0,0,270
676,27.5,0,0,270
675,27.5,0,0,270
674,27.5,0,0,270
673,27.5,0,0,270
672,27.5,0,0,270
671,27.5,0,0,270
670,27.5,0,0,270
669,27.5,0,0,270
668,27.5,0,0,270
667,27.5,0,0,270
666,27.5,0,0,270
665,27.5,0,0,270
664,27.5,0,0,270
663,27.5,0,0,270
662,27.5,0,0,270
661,27.5,0,0,270
660,27.5,0,0,270
659,27.5,0,0,270
658,27.5,0,0,270
657,27.5,0,0,270
656,27.5,0,0,270
655,27.5,0,0,270
654,27.5,0,0,270
653,27.5,0,0,270
652,27.5,0,0,270
651,27.5,0,0,270
650,27.5,0,0,270
649,27.5,0,0,270
648,27.5,0,0,270
647,27.5,0,0,270
646,27.5,0,0,270
645,27.5,0,0,270
644,27.5,0,0,270
643,27.5,0,0,270
642,27.5,0,0,270
641,27.5,0,0,270
640,27.5,0,0,270
639,27.5,0,0,270
638,27.5,0,0,270
637,27.5,0,0,270
636,27.5,0,0,270
635,27.5,0,0,270
634,27.5,0,0,270
633,27.5,0,0,270
632,27.5,0,0,270
631,27.5,0,0,270
630,27.5,0,0,270
629,27.5,0,0,270
628,27.5,0,0,270
627,27.5,0,0,270
626,27.5,0,0,270
625,27.5,0,0,270
624,27.5,0,0,270
623,27.5,0,0,270
622,27.5,0,0,270
621,27.5,0,0,270
620,27.5,0,0,270
619,27.5,0,0,270
618,27.5,0,0,270
617,27.5,0,0,270
616,27.5,0,0,270
615,27.5,0,0,270
614,27.5,0,0,270
613,27.5,0,0,270
612,27.5,0,0,270
611,27.5,0,0,270
610,27.5,0,0,270
609,27.5,0,0,270
608,27.5,0,0,270
607,27.5,0,0,270
606,27.5,0,0,270
605,27.5,0,0,270
604,27.5,0,0,270
603,27.5,0,0,270
602,27.5,0,0,270
601,27.5,0,0,270
600,27.5,0,0,270
599,27.5,0,0,270
598,27.5,0,0,270
597,27.5,0,0,270
596,27.5,0,0,270
595,27.5,0,0,270
594,27.5,0,0,270
593,27.5,0,0,270
592,27.5,0,0,270
591,27.5,0,0,270
590,27.5,0,0,270
589,27.5,0,0,270
588,27.5,0,0,270
587,27.5,0,0,270
586,27.5,0,0,270
585,27.5,0,0,270
584,27.5,0,0,270
583,27.5,0,0,270
582,27.5,0,0,270
581,27.5,0,0,270
580,27.5,0,0,270
579,27.5,0,0,270
578,27.5,0,0,270
577,27.5,0,0,270
576,27.5,0,0,270
575,27.5,0,0,270
574,27.5,0,0,270
573,27.5,0,0,270
572,27.5,0,0,270
571,27.5,0,0,270
570,27.5,0,0,270
569,27.5,0,0,270
568,27.5,0,0,270
567,27.5,0,0,270
566,27.5,0,0,270
565,27.5,0,0,270
564,27.5,0,0,270
563,27.5,0,0,270
562,27.5,0,0,270
561,27.5,0,0,270
560,27.5,0,0,270
